sub,rank,n_letters,anchored,t_exact,t_bare,t_pred,t_pred_all,relerr_pred,relerr_all,relerr_bare
"(3,10)->(4,9)",2,2,True,-0.12401679797768089,-0.4070896465928831,-677.6208712615811,-6091.74307086972,5462.944258450629,49119.306040848125,2.2825363437148765
"(2,11)->(6,7)",2,2,True,0.09305822862437806,-0.07567685393845441,-442.21266410587555,-955.4933649966474,4752.999588245236,10268.693455174376,1.8132204433411028
"(0,1)->(4,9)",2,2,True,0.09305822862437808,0.279319461964859,2.3692947523424692,21.414485653952937,24.460346574035203,229.11920568992082,2.0015557580867904
"(0,1)->(5,8)",2,2,True,-0.09305822862437807,-0.07280026749851032,0.723782092609303,-5.694089748278509,8.77773339669714,60.188460520372004,0.21769123940277602
"(3,10)->(6,7)",2,2,True,-0.09305822862437806,-0.23581396614310504,-273.08614974995834,-3201.5149464417264,2933.572834523299,34402.35146894296,1.5340474413600638
"(1,3)->(7,9)",2,2,True,-0.060913777033074525,-0.19329216951702238,-286.416403697761,-4060.9108130596414,4700.9971121187355,66665.54098390053,2.173209394191235
"(0,2)->(6,8)",2,2,True,-0.06091377703307449,-0.23749590351095323,-588.2703884448246,-4085.707817344122,9656.427549196465,67072.62466007806,2.8988865094016343
"(0,10)->(4,6)",2,2,True,0.06091377703307442,0.21906118913563388,419.216335978765,4595.311280575052,6881.126776527791,75438.60503516192,2.5962503033868676
"(1,11)->(5,7)",2,2,True,0.060913777033074434,0.28452766342489255,581.6236116638869,6098.166200005736,9547.309758366846,100110.4443567439,3.670990329008858
"(0,5)->(8,9)",2,2,False,0.0,0.34074221203226546,0.3452676064824598,14.114529515624444,,,
"(2,3)->(7,10)",2,3,False,0.0,-40.22838219510441,-513.3456933491766,-830.0464834926191,,,
"(1,4)->(8,9)",2,2,False,0.0,-0.13475684874169958,0.3832447650402828,-5.082669889137257,,,
"(2,3)->(6,11)",2,2,False,0.0,0.445863256260107,3.645889317261899,4451.798918696872,,,
"(1,8)->(4,5)",2,1,False,0.0,-0.028696977161689553,-0.05655603215658675,-2.339790414137241,,,
"(10,11)->(3,6)",2,1,False,0.0,-0.19277778874041082,-1.9370319543395405,-2732.00341869268,,,
"(0,9)->(4,5)",2,1,False,0.0,0.20400052814227504,0.38171593759402156,16.692521281775146,,,
"(10,11)->(2,7)",2,1,False,0.0,0.18217097007489505,1.8584443603735918,2526.4616601015737,,,
"(0,2)->(4,10)",2,1,False,0.0,-0.07820951716280622,-0.11645946501211978,-2194.629984615767,,,
"(4,10)->(6,8)",2,1,False,0.0,-0.08097677894842606,-0.11618994546940213,-2271.7845844895846,,,
"(5,11)->(7,9)",2,1,False,0.0,0.05313456496291678,0.06647171499395976,1555.0364121270063,,,
"(1,3)->(5,11)",2,1,False,0.0,-0.2437382479366917,-0.251348578279964,-6940.130393800402,,,
"(0,3)->(5,10)",2,2,False,0.0,0.10048701242166247,0.10163048198613116,842.0402990604214,,,
"(1,2)->(4,11)",2,2,False,0.0,0.029510960200771475,0.02982958443982965,629.9020834578797,,,
"(5,8)->(2,11)",2,2,False,0.0,0.013004186983039298,0.01314345857829757,182.2092121655344,,,
"(1,2)->(5,10)",2,2,False,0.0,0.20687259859201385,0.20742446241267898,5266.26032681341,,,
